case_id,paper_id,material_type,condition_original,target_formula_or_system,phase_or_prototype,space_group_symbol,space_group_number,pressure_GPa,temperature_K,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,atomic_positions_status,soc_or_relativistic,strain_or_doping,source_kind,evidence_location,evidence_snippet,confidence,mismatch_flags,recommended_next_step
lam122,867765680290660591,hydride,"C2/m-SnH14, 300 GPa",SnH14,C2/m SnH14 high-pressure phase,C2/m,12,300,0,7.129,2.730,3.673,90,60.71,90,full: Table 1 gives Sn 2b and H1-H7 fractional coordinates,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867765680290660591.md:201-208,Table 1 gives C2/m-SnH14 lattice and fractional coordinates at 300 GPa.,high,repo_structure_absent,Build from Table 1 coordinates; verify monoclinic setting.
lam123,867765680290660591,hydride,"I-4m2-SnH8, 220 GPa",SnH8,I-4m2 SnH8 with H2 and bent H3 semi-molecules,I-4m2,119,220,0,3.076,3.076,5.523,90,90,90,"full: Sn 2a (0,0,0), H1 8i (0.2729,0,0.33331), H2 4e (0,0,0.62088)",not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867765680290660591.md:201-208,Table 1 gives I-4m2 SnH8 lattice and fractional coordinates at 220 GPa.,high,repo_structure_absent,Build from Table 1 coordinates; verify I-4m2 setting.
lam124,867765680290660591,hydride,"I4/mmm-SnH4, 220 GPa",SnH4,metastable I4/mmm SnH4,I4/mmm,139,220,0,,,,90,90,90,none in LKM markdown: Table 2 reports superconducting parameters but Table 1 omits I4/mmm SnH4 coordinates,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867765680290660591.md:206-208,Table 2 lists I4/mmm SnH4 at 220 GPa with lambda=1.180 and omega_log=1025 K; coordinates absent.,low,repo_structure_absent,Obtain supplemental/USPEX I4/mmm-SnH4 structure before benchmark; do not substitute unrelated SnH4 C2/m/OpenLAM structure.
lam125,867768106380952491,hydride,"Fm-3m LaBH8, 100 GPa",LaBH8,LaBH8 with BH8 covalent units in fcc La lattice; La/H sublattice resembles LaH10,Fm-3m,225,100,0,,,,90,90,90,proto-only: lattice constants/fractional coordinates are not present in LKM markdown; likely in supplemental/CALYPSO data,not reported; no SOC target,ternary La-B-H hydride; no SOC/strain target; possible future chemical substitution only discussed,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867768106380952491.md:54-56,Main text identifies Fm-3m-LaBH8; Table I superconducting parameters include lambda=1.11 at 100 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam126,867768106380952491,hydride,"Fm-3m LaBH8, 200 GPa",LaBH8,LaBH8 with BH8 covalent units in fcc La lattice; La/H sublattice resembles LaH10,Fm-3m,225,200,0,,,,90,90,90,proto-only: lattice constants/fractional coordinates are not present in LKM markdown; likely in supplemental/CALYPSO data,not reported; no SOC target,ternary La-B-H hydride; no SOC/strain target; possible future chemical substitution only discussed,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867768106380952491.md:54-56,Main text identifies Fm-3m-LaBH8; Table I superconducting parameters include lambda=0.72 at 200 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam127,867768106380952491,hydride,"Fm-3m LaBH8, 50 GPa (Allen-Dynes)",LaBH8,LaBH8 near dynamical instability; BH8 units in fcc La lattice,Fm-3m,225,50,0,,,,90,90,90,proto-only: lattice constants/fractional coordinates are not present in LKM markdown; likely in supplemental/CALYPSO data,not reported; no SOC target,ternary La-B-H hydride; no SOC/strain target; possible future chemical substitution only discussed,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867768106380952491.md:54-56,Main text identifies Fm-3m-LaBH8; Table I superconducting parameters include lambda=2.29 at 50 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam128,867768106380952491,hydride,"Fm-3m LaBH8, 55 GPa (Allen-Dynes)",LaBH8,LaBH8 near dynamical instability; BH8 units in fcc La lattice,Fm-3m,225,55,0,,,,90,90,90,proto-only: lattice constants/fractional coordinates are not present in LKM markdown; likely in supplemental/CALYPSO data,not reported; no SOC target,ternary La-B-H hydride; no SOC/strain target; possible future chemical substitution only discussed,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867768106380952491.md:54-56,Main text identifies Fm-3m-LaBH8; Table I superconducting parameters include lambda=1.97 at 55 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam129,867768106380952491,hydride,"P-3m1 LaBH7, 110 GPa",LaBH7,LaBH7 with BH6 units connected by H-H bridges,P-3m1,164,110,0,,,,90,90,120,proto-only: lattice constants/fractional coordinates are not present in LKM markdown; likely in supplemental/CALYPSO data,not reported; no SOC target,ternary La-B-H hydride; no SOC/strain target; possible future chemical substitution only discussed,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867768106380952491.md:54-56,Main text identifies P-3m1-LaBH7; Table I superconducting parameters include lambda=1.46 at 110 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam130,811115060788199424,intermetallic,"A15 Nb1-bSnb, Sn=0.1875 (one antisite, 16-atom)",Nb13Sn3 / Nb0.8125Sn0.1875,A15 Nb3Sn-derived Nb1-bSnb; Sn antisite/off-stoichiometric supercell,,,,,5.30,5.31,5.29,90,90,90,supercell_ordering_missing,,off-stoichiometric Sn fraction from condition,lkm_graph+markdown,paper_id 811115060788199424; LKM markdown table Sn concentration vs lattice parameters,"Sn concentration condition maps to lattice a,b,c=5.30,5.31,5.29 A; off-stoich rows require explicit antisite ordering.",medium,repo_current_formula_mismatch:Nb3Sn->Nb13Sn3;repo_current_structure_uses_stoichiometric_Nb3Sn_not_antisite_supercell,Recover or construct the exact antisite supercell from the paper before DFPT.
lam131,811115060788199424,intermetallic,"A15 Nb1-bSnb, Sn=0.21875 (one antisite, 32-atom)",Nb25Sn7 / Nb0.78125Sn0.21875,A15 Nb3Sn-derived Nb1-bSnb; Sn antisite/off-stoichiometric supercell,,,,,5.30,5.31,5.31,90,90,90,supercell_ordering_missing,,off-stoichiometric Sn fraction from condition,lkm_graph+markdown,paper_id 811115060788199424; LKM markdown table Sn concentration vs lattice parameters,"Sn concentration condition maps to lattice a,b,c=5.30,5.31,5.31 A; off-stoich rows require explicit antisite ordering.",medium,repo_current_formula_mismatch:Nb3Sn->Nb25Sn7;repo_current_structure_uses_stoichiometric_Nb3Sn_not_antisite_supercell,Recover or construct the exact antisite supercell from the paper before DFPT.
lam132,811115060788199424,intermetallic,"A15 Nb3Sn, Sn=0.25 (stoichiometric)",Nb3Sn,A15 Nb3Sn stoichiometric,Pm-3n,223,,,5.31,5.31,5.31,90,90,90,full,,,lkm_graph+markdown,paper_id 811115060788199424; LKM markdown table Sn concentration vs lattice parameters,Stoichiometric A15 Nb3Sn row gives cubic a=5.31 A.,high,none,Existing A15 Nb3Sn structure is acceptable after lattice check.
lam133,811126087244316673,intermetallic,(single),La3Ni2B2N3,La3Ni2B2N3 quaternary boronitride layered tetragonal,I4/mmm,139,,,3.753,3.753,19.988,90,90,90,full Wyckoff/internal z parameters,,,lkm_graph+markdown,paper_id 811126087244316673; LKM markdown structural section,"a=3.753 A, c=19.988 A; z_La2=0.870, z_B=0.198, z_N1=0.126 with La/Ni/B/N Wyckoff sites.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam134,811679993317818370,intermetallic,"Pnma Ca-VI, 172 GPa, mu*=0.10",Ca,Ca-VI orthorhombic high-pressure calcium,Pnma,62,172,,4.2555,3.2198,2.7554,90,90,90,full fractional position,,,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam134; paper_id 811679993317818370 markdown Table I,"Ca-VI at 172 GPa: Pnma, a=4.2555 b=3.2198 c=2.7554 A; Ca 4c x=0.169183 z=0.116283.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam135,811680235903778817,intermetallic,(single),V3Si,A15 V3Si,Pm-3n,223,,,4.705,4.705,4.705,90,90,90,full prototype from current SCF,,,lkm_graph+repo_current_scf,paper_id 811680235903778817 graph; L3-dfpt-lambda/structures/V3Si.scf.in,LKM identifies A15 V3Si; current SCF is Pm-3n A15 with celldm(1)=8.89182 bohr (a=4.705 A).,medium,repo_structure_is_database_candidate_not_ground_truth,Confirm the paper lattice value; current A15 prototype is only a candidate lattice match.
lam136,811736896852983809,intermetallic,MgB2,MgB2,AlB2-type MgB2 hexagonal,P6/mmm,191,,,3.083,3.083,3.521,90,90,120,full prototype,,,lkm_graph+markdown,paper_id 811736896852983809 graph/markdown plus MgB2 structural convention,"MgB2 benchmark target is P6/mmm AlB2-type; use Mg at 1a, B at 2d with a~3.08 A, c~3.52 A.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam137,811791191132602369,intermetallic,(single),BaSi2,trigonal EuGe2-type BaSi2,P-3m1,164,,,4.05,4.05,5.29,90,90,120,lattice_plus_internal_z,,,lkm_graph+markdown,paper_id 811791191132602369 markdown Table I,"Trigonal BaSi2: a=4.05 A, c=5.29 A, c/a=1.31, z=0.43.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam138,811893892143120386,intermetallic,"CdCNi3, mu*=0.12",CdCNi3,cubic antiperovskite CdCNi3,Pm-3m,221,,,3.863,3.863,3.863,90,90,90,full prototype,,,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam138; paper_id 811893892143120386 markdown,"CdCNi3 antiperovskite Pm-3m with a=3.863 A; Cd 1a, C 1b, Ni 3c.",high,,Packaged paper-matched QE structure as CdCNi3__lam138.scf.in; run SCF/DFPT and convergence validation.
lam139,811903513046024196,intermetallic,(single),NaB1.1C0.9 / hole-doped NaBC,"MgB2-like hole-doped NaBC condition; paper graph resolves to Mo3Sb7, not NaBC",,,,,,,,,,,manual_required,,hole doping B:C=1.1:0.9,lambda_reference+repo_tier2_lkm+paper_graph_mismatch,paper_id 811903513046024196 graph; data/tier2_lkm_structures.json lam139,LKM graph/markdown for this paper_id is Mo3Sb7; lambda_reference condition is hole-doped NaBC.,low,condition_material_description_inconsistent;same_paper_id_condition_suspected_cross_family;lkm_has_lambda_but_no_structure;manual_required,Resolve paper_id before building; do not use Mo3Sb7 evidence for NaBC.
lam140,811906093474119682,intermetallic,(single),LaNiPO,layered nickel oxypnictide LaNiPO,P4/nmm,129,,,4.0461,4.0461,8.100,90,90,90,lattice_plus_internal_z,,,lkm_graph+markdown,paper_id 811906093474119682 markdown structural paragraph,"Experimental tetragonal lattice a=4.0461 A c=8.100 A; relaxed z_La=0.1506, z_P=0.6210.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam141,811968721915478016,intermetallic,"YS rock-salt, mu*=0.10",YS,rock-salt yttrium sulfide,Fm-3m,225,,,5.52,5.52,5.52,90,90,90,full prototype,,,lkm_graph+markdown,paper_id 811968721915478016 markdown,Rock-salt YS calculated equilibrium lattice constant 5.52 A.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam142,811998282417963010,intermetallic,"MS1-LiB (stoichiometric), mu*=0.10",LiB,MS1 layered/rhombohedral LiB,,,,,5.92,5.92,5.92,29.8,29.8,29.8,lattice_plus_prototype_no_coords,,,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam142; paper_id 811998282417963010,"MS1-LiB rhombohedral cell reported with a=b=c=5.92 A, alpha=beta=gamma=29.8 deg; fractional coordinates absent.",medium,lkm_has_lambda_but_incomplete_structure;repo_structure_absent,Need original table/figure for atom coordinates before production DFPT.
lam143,812031038111875072,intermetallic,A15 Nb3Sn (mu*=0.10),Nb3Sn,A15 Nb3Sn,Pm-3n,223,,,5.31,5.31,5.31,90,90,90,full prototype,,,lkm_graph+markdown,paper_id 812031038111875072 markdown table,A15 Nb3Sn structural parameter a=5.31 A.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam144,812119359072763904,intermetallic,MgB2 unstrained (bulk reference),MgB2,unstrained bulk MgB2 AlB2-type,P6/mmm,191,,,3.083,3.083,3.521,90,90,120,full prototype,,unstrained bulk reference,lkm_graph+markdown,paper_id 812119359072763904 markdown,"Unstrained bulk MgB2 reference: a=3.083 A, c=3.521 A.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam145,812123095799169025,intermetallic,"BCC tellurium, V/V0=0.90 (~54 GPa)",Te,body-centered-cubic tellurium under compression,Im-3m,229,53.99,,,,,,,,prototype_only_lattice_missing,,volume ratio V/V0=0.90,lkm_markdown,paper_id 812123095799169025 markdown Table II,BCC tellurium row V/V0=0.90 maps to pressure 53.99 GPa and benchmark lambda; lattice constant not tabulated in extracted text.,medium,repo_current_formula_mismatch:Li->Te;lkm_has_lambda_but_no_structure,Derive bcc lattice from reported V/V0 or recover original volume table; replace Li candidate.
lam146,812123095799169025,intermetallic,"BCC tellurium, V/V0=0.95 (~46 GPa)",Te,body-centered-cubic tellurium under compression,Im-3m,229,45.98,,,,,,,,prototype_only_lattice_missing,,volume ratio V/V0=0.95,lkm_markdown,paper_id 812123095799169025 markdown Table II,BCC tellurium row V/V0=0.95 maps to pressure 45.98 GPa and benchmark lambda; lattice constant not tabulated in extracted text.,medium,repo_current_formula_mismatch:Li->Te;lkm_has_lambda_but_no_structure,Derive bcc lattice from reported V/V0 or recover original volume table; replace Li candidate.
lam147,812123095799169025,intermetallic,"BCC tellurium, V/V0=1.0 (~38 GPa)",Te,body-centered-cubic tellurium under compression,Im-3m,229,37.98,,,,,,,,prototype_only_lattice_missing,,volume ratio V/V0=1.0,lkm_markdown,paper_id 812123095799169025 markdown Table II,BCC tellurium row V/V0=1.0 maps to pressure 37.98 GPa and benchmark lambda; lattice constant not tabulated in extracted text.,medium,repo_current_formula_mismatch:Li->Te;lkm_has_lambda_but_no_structure,Derive bcc lattice from reported V/V0 or recover original volume table; replace Li candidate.
lam148,812123095799169025,intermetallic,"FCC iodine, 103 GPa",I,face-centered-cubic iodine under pressure,Fm-3m,225,103,,4.076,4.076,4.076,90,90,90,full prototype,,,lkm_markdown,paper_id 812123095799169025 markdown Table III,FCC iodine table gives pressure 103 GPa and lattice parameter a=4.076 A.,high,,Packaged paper-matched QE structure as I__lam148.scf.in; run SCF/DFPT and convergence validation.
lam149,812123095799169025,intermetallic,"FCC iodine, 64 GPa",I,face-centered-cubic iodine under pressure,Fm-3m,225,64,,4.222,4.222,4.222,90,90,90,full prototype,,,lkm_markdown,paper_id 812123095799169025 markdown Table III,FCC iodine table gives pressure 64 GPa and lattice parameter a=4.222 A.,high,,Packaged paper-matched QE structure as I__lam149.scf.in; run SCF/DFPT and convergence validation.
lam150,812123095799169025,intermetallic,"FCC iodine, 81 GPa",I,face-centered-cubic iodine under pressure,Fm-3m,225,81,,4.150,4.150,4.150,90,90,90,full prototype,,,lkm_markdown,paper_id 812123095799169025 markdown Table III,FCC iodine table gives pressure 81 GPa and lattice parameter a=4.150 A.,high,,Packaged paper-matched QE structure as I__lam150.scf.in; run SCF/DFPT and convergence validation.
lam151,812125933258407937,intermetallic,(single),CaC6,bulk calcium graphite intercalation compound C6Ca/CaC6,R-3m,166,,,5.17,5.17,5.17,49.55,49.55,49.55,full Wyckoff prototype,,,lkm_graph+markdown,paper_id 812125933258407937 markdown,"CaC6 R-3m: Ca 1a (0,0,0), C 6g (x,-x,1/2), x=1/6; rhombohedral a=5.17 A angle=49.55 deg.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam152,812141571729260545,intermetallic,HfN (B1),HfN,HfN B1 rock-salt carbide/nitride,Fm-3m,225,,,4.54,4.54,4.54,90,90,90,full B1 prototype,,,lkm_graph+markdown,paper_id 812141571729260545 markdown Table I,B1 HfN lattice constant a=4.54 A in early transition-metal carbide/nitride table.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam153,812141571729260545,intermetallic,NbC (B1),NbC,NbC B1 rock-salt carbide/nitride,Fm-3m,225,,,4.476,4.476,4.476,90,90,90,full B1 prototype,,,lkm_graph+markdown,paper_id 812141571729260545 markdown Table I,B1 NbC lattice constant a=4.476 A in early transition-metal carbide/nitride table.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam154,812141571729260545,intermetallic,TaC (B1),TaC,TaC B1 rock-salt carbide/nitride,Fm-3m,225,,,4.47,4.47,4.47,90,90,90,full B1 prototype,,,lkm_graph+markdown,paper_id 812141571729260545 markdown Table I,B1 TaC lattice constant a=4.47 A in early transition-metal carbide/nitride table.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam155,812141571729260545,intermetallic,TiN (B1),TiN,TiN B1 rock-salt carbide/nitride,Fm-3m,225,,,4.275,4.275,4.275,90,90,90,full B1 prototype,,,lkm_graph+markdown,paper_id 812141571729260545 markdown Table I,B1 TiN lattice constant a=4.275 A in early transition-metal carbide/nitride table.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam156,812141571729260545,intermetallic,"VC (B1, stoichiometric)",VC,VC B1 rock-salt carbide/nitride,Fm-3m,225,,,4.154,4.154,4.154,90,90,90,full B1 prototype,,,lkm_graph+markdown,paper_id 812141571729260545 markdown Table I,B1 VC lattice constant a=4.154 A in early transition-metal carbide/nitride table.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam157,812141571729260545,intermetallic,ZrN (B1),ZrN,ZrN B1 rock-salt carbide/nitride,Fm-3m,225,,,4.5826,4.5826,4.5826,90,90,90,full B1 prototype,,,lkm_graph+markdown,paper_id 812141571729260545 markdown Table I,B1 ZrN lattice constant a=4.5826 A in early transition-metal carbide/nitride table.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam158,812454340861100036,intermetallic,(single),kappa-(BEDT-TTF)2I3 / beta*-(BEDT-TTF)2I3,organic molecular BEDT-TTF superconductor; low-temperature kappa phase,P2_1,4,,150,,,,,,,manual_required_molecular_structure,,,lkm_markdown+repo_current_mismatch,paper_id 812454340861100036 markdown structural text,"Paper discusses kappa-(BEDT-TTF)2I3: room-temperature P2_1/c, below 150 K P2_1; current repo candidate BF P1 is unrelated.",low,condition_material_description_inconsistent;repo_current_formula_mismatch:BF->BEDT-TTF;manual_required,Fetch crystallographic CIF for the exact BEDT-TTF phase; do not use BF.scf.in.
lam159,812489993686614016,intermetallic,"YC2 (CaC2-type bct), 0 GPa",YC2,CaC2-type body-centered-tetragonal YC2,I4/mmm,139,0,,3.6815,3.6815,6.1886,90,90,90,full Wyckoff/internal_u,,,lkm_graph+markdown,paper_id 812489993686614016 markdown Table I,"YC2 zero-pressure CaC2-type bct: a=3.6815 A, c=6.1886 A, internal u=0.3948.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam160,812489993686614016,intermetallic,"YC2 (CaC2-type bct), 20 GPa",YC2,CaC2-type body-centered-tetragonal YC2 under compression,I4/mmm,139,20,,,,,,,,prototype_only_pressure_lattice_missing,,,lkm_graph+markdown,paper_id 812489993686614016 markdown,Same CaC2-type YC2 phase at 20 GPa; pressure-specific lattice was not present in extracted graph/markdown.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_is_database_candidate_not_ground_truth,"Recover 20 GPa relaxed a,c,u from original paper or rerun pressure relaxation constrained to I4/mmm."
lam161,812600623223537667,intermetallic,LaNiSi,LaNiSi,noncentrosymmetric LaNiSi body-centered tetragonal,I4_1md,109,,,4.1860,4.1860,14.0123,90,90,90,full internal z parameters,SOC considered for electronic topology; EPC target normally scalar unless reproducing SOC bands,,lkm_graph+markdown,paper_id 812600623223537667 markdown Table I,"LaNiSi: a=4.1860 A c=14.0123 A; z_La=0.579, z_transition_metal=0.168, z_Si=0.000.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam162,812600623223537667,intermetallic,LaPtSi,LaPtSi,noncentrosymmetric LaPtSi body-centered tetragonal,I4_1md,109,,,4.2734,4.2734,14.6244,90,90,90,full internal z parameters,SOC considered for electronic topology; EPC target normally scalar unless reproducing SOC bands,,lkm_graph+markdown,paper_id 812600623223537667 markdown Table I,"LaPtSi: a=4.2734 A c=14.6244 A; z_La=0.580, z_transition_metal=0.167, z_Si=0.000.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam163,812774568677605378,intermetallic,"YIn3, 1.04 GPa",YIn3,AuCu3-type cubic YIn3 under positive pressure,Pm-3m,221,1.04,,4.5700,4.5700,4.5700,90,90,90,full AuCu3 prototype,,hydrostatic compression of ambient lattice,lkm_graph+markdown,paper_id 812774568677605378 markdown pressure/lattice discussion,Ambient YIn3 a=4.593 A; 0.5%/1% equal lattice reductions correspond to 1.04/2.1 GPa.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam164,812774568677605378,intermetallic,"YIn3, 2.1 GPa",YIn3,AuCu3-type cubic YIn3 under positive pressure,Pm-3m,221,2.1,,4.5471,4.5471,4.5471,90,90,90,full AuCu3 prototype,,hydrostatic compression of ambient lattice,lkm_graph+markdown,paper_id 812774568677605378 markdown pressure/lattice discussion,Ambient YIn3 a=4.593 A; 0.5%/1% equal lattice reductions correspond to 1.04/2.1 GPa.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam165,812774568677605378,intermetallic,"YIn3, ambient pressure",YIn3,AuCu3-type cubic YIn3 under positive pressure,Pm-3m,221,0,,4.593,4.593,4.593,90,90,90,full AuCu3 prototype,,ambient lattice,lkm_graph+markdown,paper_id 812774568677605378 markdown pressure/lattice discussion,Ambient YIn3 a=4.593 A; 0.5%/1% equal lattice reductions correspond to 1.04/2.1 GPa.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam166,813009572703764480,intermetallic,"YSn3, 3.48 GPa negative pressure (2% lattice increment)",YSn3,AuCu3-type cubic YSn3,Pm-3m,221,-3.48,,4.7603,4.7603,4.7603,90,90,90,full AuCu3 prototype,,2% lattice increment; negative pressure,lkm_graph+markdown,paper_id 813009572703764480 markdown,YSn3 experimental a=4.667 A; 2% expansion corresponds to -3.48 GPa negative pressure.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam167,813009572703764480,intermetallic,"YSn3, ambient pressure",YSn3,AuCu3-type cubic YSn3,Pm-3m,221,0,,4.667,4.667,4.667,90,90,90,full AuCu3 prototype,,ambient lattice,lkm_graph+markdown,paper_id 813009572703764480 markdown,YSn3 experimental a=4.667 A; 2% expansion corresponds to -3.48 GPa negative pressure.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam168,813207569110663169,intermetallic,"Cr3GaN, 0 GPa, mu*=0.10",Cr3GaN,cubic antiperovskite Cr3GaN,Pm-3m,221,0,,3.82,3.82,3.82,90,90,90,full antiperovskite prototype,,,lkm_graph+markdown,paper_id 813207569110663169 markdown Table I,Cr3GaN antiperovskite table gives a=3.82 A at 0 GPa.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam169,813214614123708416,intermetallic,(single),LiB0.9Be0.1C,hole-doped LiBC via Be substitution on B site,P6_3/mmc,194,,,,,,,,,prototype_only_vca_substitution,,Be substitution x=0.1 on B site / VCA,repo_tier2_lkm+markdown,data/tier2_lkm_structures.json lam169; paper_id 813214614123708416,Layered LiBC P6_3/mmc parent with LiB0.9Be0.1C Be-on-B substitution; coordinates/lattice not complete in graph.,medium,lkm_has_lambda_but_incomplete_structure;repo_structure_absent,Build ordered/VCA LiBC-derived cell only after choosing substitution treatment.
lam170,813219863777509378,intermetallic,(single),YIn3,AuCu3-type cubic YIn3,Pm-3m,221,0,,4.593,4.593,4.593,90,90,90,full AuCu3 prototype,,,lkm_graph+markdown,paper_id 813219863777509378 markdown/graph,YIn3 AuCu3 cubic structure; use ambient a=4.593 A from related YIn3 pressure paper.,high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam171,813364301560545280,intermetallic,BaSi2,BaSi2,EuGe2-type trigonal layered XSi2,P-3m1,164,0,,4.07,4.07,5.40,90,90,120,lattice_plus_internal_z,,,lkm_graph+markdown,paper_id 813364301560545280 markdown Table I/pressure notes,BaSi2 in P-3m1 with Si z=0.560; lattice a=4.07 c=5.40 A.,high,none,Use cited P-3m1 XSi2 lattice/prototype.
lam172,813364301560545280,intermetallic,"CaSi2, 0 GPa",CaSi2,EuGe2-type trigonal layered XSi2,P-3m1,164,0,,3.89,3.89,5.01,90,90,120,lattice_plus_internal_z,,,lkm_graph+markdown,paper_id 813364301560545280 markdown Table I/pressure notes,CaSi2 in P-3m1 with Si z=0.585; lattice a=3.89 c=5.01 A.,high,none,Use cited P-3m1 XSi2 lattice/prototype.
lam173,813364301560545280,intermetallic,"CaSi2, 16 GPa",CaSi2,EuGe2-type trigonal layered XSi2,P-3m1,164,16,,,,,90,90,120,internal_z_known_pressure_lattice_missing,,z_tuned=0.557,lkm_graph+markdown,paper_id 813364301560545280 markdown Table I/pressure notes,CaSi2 in P-3m1 with Si z=0.557; lattice a=missing c=missing A.,medium,lkm_has_lambda_but_incomplete_structure,Use cited P-3m1 XSi2 target; for pressure row recover relaxed 16 GPa lattice.
lam174,813364301560545280,intermetallic,MgSi2 (z_tuned=0.593),MgSi2,EuGe2-type trigonal layered XSi2,P-3m1,164,0,,3.70,3.70,4.86,90,90,120,lattice_plus_internal_z,,z_tuned=0.593,lkm_graph+markdown,paper_id 813364301560545280 markdown Table I/pressure notes,MgSi2 in P-3m1 with Si z=0.593; lattice a=3.70 c=4.86 A.,high,none,Use cited P-3m1 XSi2 lattice/prototype.
lam175,813364301560545280,intermetallic,RaSi2 (z_tuned=0.544),RaSi2,EuGe2-type trigonal layered XSi2,P-3m1,164,0,,4.07,4.07,5.09,90,90,120,lattice_plus_internal_z,,z_tuned=0.544,lkm_graph+markdown,paper_id 813364301560545280 markdown Table I/pressure notes,RaSi2 in P-3m1 with Si z=0.544; lattice a=4.07 c=5.09 A.,medium,repo_structure_absent,Use cited P-3m1 XSi2 lattice/prototype.
lam176,813364301560545280,intermetallic,SrSi2,SrSi2,EuGe2-type trigonal layered XSi2,P-3m1,164,0,,3.96,3.96,5.13,90,90,120,lattice_plus_internal_z,,,lkm_graph+markdown,paper_id 813364301560545280 markdown Table I/pressure notes,SrSi2 in P-3m1 with Si z=0.573; lattice a=3.96 c=5.13 A.,high,none,Use cited P-3m1 XSi2 lattice/prototype.
lam177,814547623011680264,intermetallic,"NaAlSi, mu*=0.10",NaAlSi,anti-PbFCl-type ternary silicide NaAlSi,P4/nmm,129,,,4.131,4.131,7.328,90,90,90,full internal z parameters,,,lkm_graph+markdown,paper_id 814547623011680264 markdown,"NaAlSi P4/nmm: a=4.131 A, c=7.328 A, z_Na=0.636, z_Si=0.209.",high,none,Use cited target structure; build/replace SCF only after preserving stated condition.
lam178,814582504823455745,intermetallic,(single),K2Cr3As3,noncentrosymmetric quasi-1D K2Cr3As3,P-6m2,187,,,9.9832,9.9832,4.2304,90,90,120,lattice_plus_prototype_partial_coords,,,repo_tier2_lkm+markdown,paper_id 814582504823455745 markdown; data/tier2_lkm_structures.json,"K2Cr3As3 P-6m2 with a=9.9832 A, c=4.2304 A; graph has prototype/partial Wyckoff coordinates.",medium,repo_structure_absent;lkm_has_lambda_but_incomplete_structure,Recover exact internal coordinates before production DFPT.
